Address,BlockNumber,StreetName,Lon,Lat
100 MINOR CT Charlottesville VA,100,MINOR CT,-78.51101648289456,38.03946553470004
100 MADISON LN Charlottesville VA,100,MADISON LN,-78.50216258574923,38.0368605905613
200 SHAMROCK RD Charlottesville VA,200,SHAMROCK RD,-78.51037093272353,38.02693877967129
400 14TH ST NW Charlottesville VA,400,14TH ST NW,-78.49802549600315,38.03815597937542
300 6TH ST SW Charlottesville VA,300,6TH ST SW,-78.48942180013259,38.029717410642505
200 14TH ST NW Charlottesville VA,200,14TH ST NW,-78.49900982878889,38.03432340596932
1600 KING MOUNTAIN RD Charlottesville VA,1600,KING MOUNTAIN RD,-78.47854346236028,38.059083786117476
500 WEST MAIN Charlottesville VA,500,WEST MAIN,-78.48789699999999,38.0307688
600 NORTH AVE Charlottesville VA,600,NORTH AVE,-78.46982202166684,38.04393924744338
400 4 TH ST NE Charlottesville VA,400,4 TH ST NE,-78.47817649999999,38.032316
100 LIDE PL Charlottesville VA,100,LIDE PL,-78.4956095,38.014665
400 BRANDON AVE Charlottesville VA,400,BRANDON AVE,-78.50316609838525,38.0316705569471
700 BELMONT AVE Charlottesville VA,700,BELMONT AVE,-78.47851399999999,38.0248662
100 UNIVERSITY MANOR Charlottesville VA,100,UNIVERSITY MANOR,-78.4939309,38.0249197
200 OLD LYNCHBURG RD Charlottesville VA,200,OLD LYNCHBURG RD,-78.51499670059152,38.015892753777976
100 7TH ST NE Charlottesville VA,100,7TH ST NE,-78.47699289829617,38.02967693727753
1500 6TH ST SE Charlottesville VA,1500,6TH ST SE,-78.48446470515245,38.018866245691605
1200 CARLTON AVE Charlottesville VA,1200,CARLTON AVE,-78.46782736420516,38.02170612852568
1200 LITTLE HIGH ST Charlottesville VA,1200,LITTLE HIGH ST,-78.46852165490594,38.029664375284455
1400 RUGBY RD Charlottesville VA,1400,RUGBY RD,-78.48963628905247,38.05047217390622
1000 EMMET ST Charlottesville VA,1000,EMMET ST,-78.50167319712033,38.050061968527345
900 RIDGE ST Charlottesville VA,900,RIDGE ST,-78.49419252240831,38.01997300107057
700 FRANKLIN ST Charlottesville VA,700,FRANKLIN ST,-78.4645055367052,38.01998095283896
1300 BELLEVIEW AVE Charlottesville VA,1300,BELLEVIEW AVE,-78.45951989657387,38.038074067651216
900 ROCKCREEK RD Charlottesville VA,900,ROCKCREEK RD,-78.49865601424749,38.02055784155814
1000 6TH ST SE Charlottesville VA,1000,6TH ST SE,-78.48213953022376,38.02260485314088
400 EMMET ST N Charlottesville VA,400,EMMET ST N,-78.50520820338346,38.0430894907895
100 9TH ST Charlottesville VA,100,9TH ST,-78.4952843,38.02812249999999
1800 YORKTOWN DR Charlottesville VA,1800,YORKTOWN DR,-78.47519572675282,38.06069007594778
400 PARK ST Charlottesville VA,400,PARK ST,-78.47736097516953,38.032071899677156
2200 AGNESE ST Charlottesville VA,2200,AGNESE ST,-78.4650453,38.0483113
900 CHARLTON AVE Charlottesville VA,900,CHARLTON AVE,-78.48680041879173,38.03794745483302
1500 E HIGH ST Charlottesville VA,1500,E HIGH ST,-78.48290870394699,38.03331250827783
500 11TH ST NW Charlottesville VA,500,11TH ST NW,-78.4939455,38.0380968
1100 ROSE HILL DR Charlottesville VA,1100,ROSE HILL DR,-78.48364439415157,38.041517688343966
300 CAROLINE AVE Charlottesville VA,300,CAROLINE AVE,-78.46547531431625,38.02934899723625
400 4THS T NE Charlottesville VA,400,4THS T NE,-78.47817649999999,38.032316
900 ST CHARLES AVE Charlottesville VA,900,ST CHARLES AVE,-78.46693911721673,38.03888635053273
200 5TH ST SW Charlottesville VA,200,5TH ST SW,-78.48755175849459,38.03066525137312
500 N 1ST ST Charlottesville VA,500,N 1ST ST,-78.48599304427012,38.02334722311063
1200 EMMET ST N Charlottesville VA,1200,EMMET ST N,-78.49879310716938,38.052818107916366
1100 LEONARD STREET Charlottesville VA,1100,LEONARD STREET,-78.4722177,38.02324369999999
1600 RUGBY AVE Charlottesville VA,1600,RUGBY AVE,-78.4879976,38.0455495
900 2ND ST SE Charlottesville VA,900,2ND ST SE,-78.4823321575552,38.02340561199753
700 HARRIS ST Charlottesville VA,700,HARRIS ST,-78.48487352858233,38.035314553317576
2000 GREENBRIAR DR Charlottesville VA,2000,GREENBRIAR DR,-78.4722675,38.0629287
1800 FIELD RD Charlottesville VA,1800,FIELD RD,-78.4979506,38.0471813
900 BLENHEIM AVE Charlottesville VA,900,BLENHEIM AVE,-78.47710651272799,38.021588676035854
2200 HYDRAULIC RD Charlottesville VA,2200,HYDRAULIC RD,-78.4934627,38.0642707
200 E JEFFERSON ST Charlottesville VA,200,E JEFFERSON ST,-78.48018252896343,38.0324676428463
1400 WESTWOOD RD Charlottesville VA,1400,WESTWOOD RD,-78.47980890274346,38.0444816112601
300 10TH ST NW Charlottesville VA,300,10TH ST NW,-78.49342741353924,38.03503387873761
100 MAURY AVE Charlottesville VA,100,MAURY AVE,-78.51472336278127,38.026059398941705
1300 WILLOW DR Charlottesville VA,1300,WILLOW DR,-78.46173815722943,38.03534941614104
1700 ALLIED ST Charlottesville VA,1700,ALLIED ST,-78.47755519136304,38.041308116251514
2000 IVY RD Charlottesville VA,2000,IVY RD,-78.50978548436316,38.0414311881623
400 4TH ST Charlottesville VA,400,4TH ST,-78.4786392812985,38.03199526291968
0 UNIVERSITY CT Charlottesville VA,0,UNIVERSITY CT,-78.49788838104118,38.03734260616355
600 RUGBY RD Charlottesville VA,600,RUGBY RD,-78.50047243627391,38.04175856478588
100 1ST ST S Charlottesville VA,100,1ST ST S,-78.48162813139243,38.03122717478611
1500 ROSA TERR Charlottesville VA,1500,ROSA TERR,-78.48603441090127,38.019514675880906
700 NALLE ST Charlottesville VA,700,NALLE ST,-78.49134585303165,38.02904048459923
600 ALTAVISTA AVE Charlottesville VA,600,ALTAVISTA AVE,-78.48391218944259,38.021564709361684
1400 GORDON AVE Charlottesville VA,1400,GORDON AVE,-78.49696162906498,38.03924556820779
1100 SEMINOLE TRL Charlottesville VA,1100,SEMINOLE TRL,-78.48764260317412,38.06600855913702
300 VALLEY RD EXT Charlottesville VA,300,VALLEY RD EXT,-78.5050461682146,38.02839494219279
0 ELLIEWOOD AVE Charlottesville VA,0,ELLIEWOOD AVE,-78.50073496237376,38.03573291369545
1100 GRADY AVE Charlottesville VA,1100,GRADY AVE,-78.49334070572482,38.03915435920344
200 MONTEBELLO CIR Charlottesville VA,200,MONTEBELLO CIR,-78.51027889957335,38.029602053838154
1800 N EMMET ST Charlottesville VA,1800,N EMMET ST,-78.4929048385291,38.06009529920461
1200 HOLMES AVE Charlottesville VA,1200,HOLMES AVE,-78.46116519037942,38.04575265622333
900 GRADY AVE Charlottesville VA,900,GRADY AVE,-78.49020725502004,38.037501716021374
1200 LEE ST Charlottesville VA,1200,LEE ST,-78.49784642866207,38.03203390138001
300 15TH ST NW Charlottesville VA,300,15TH ST NW,-78.49973484230415,38.03601822210736
1000 GRADY AVE Charlottesville VA,1000,GRADY AVE,-78.49205546226183,38.039032317687415
1500 GREENLEAF LN Charlottesville VA,1500,GREENLEAF LN,-78.48330790000001,38.04959900000001
1500 CARLTON AVE Charlottesville VA,1500,CARLTON AVE,-78.4665802443699,38.020701454396686
1100 AVON ST Charlottesville VA,1100,AVON ST,-78.48125521463379,38.020934568588494
400 MONROE LN Charlottesville VA,400,MONROE LN,-78.50266848013099,38.03173078452351
800 LOCUST AVE Charlottesville VA,800,LOCUST AVE,-78.46870450752962,38.035864365700725
1600 CONCORD DR Charlottesville VA,1600,CONCORD DR,-78.47889808104252,38.054014108230774
100 CLEVELAND AVE Charlottesville VA,100,CLEVELAND AVE,-78.51457075756896,38.02058841828863
0 WATER ST Charlottesville VA,0,WATER ST,-78.48232226054506,38.03020098052619
200 NORTH BOSTON ROAD Charlottesville VA,200,NORTH BOSTON ROAD,-78.28918279999999,37.9388065
400 1TH ST NW Charlottesville VA,400,1TH ST NW,-78.4930057,38.0376143
700 PARK ST Charlottesville VA,700,PARK ST,-78.47563857610238,38.03695346629653
500 GROVE AVE Charlottesville VA,500,GROVE AVE,-78.4697824,38.0317988
1200 RUGBY RD Charlottesville VA,1200,RUGBY RD,-78.4930929,38.0477183
1000 RIDGE ST Charlottesville VA,1000,RIDGE ST,-78.49415254051326,38.019646026582194
1800 RUGBY PL Charlottesville VA,1800,RUGBY PL,-78.4973881,38.0438649
1000 WEST ST Charlottesville VA,1000,WEST ST,-78.4922735,38.0373047
1300 NAULEY ST Charlottesville VA,1300,NAULEY ST,NA,NA
600 LOCUST AVE Charlottesville VA,600,LOCUST AVE,-78.47006864867707,38.03318132747577
0 UVA ER Charlottesville VA,0,UVA ER,-78.5079772,38.0335529
400 11TH ST NW Charlottesville VA,400,11TH ST NW,-78.49417369999999,38.0376866
300 250 BYPASS Charlottesville VA,300,250 BYPASS,-78.47031761940707,38.039864110431225
1800 BARRACKS RD Charlottesville VA,1800,BARRACKS RD,-78.49320029942088,38.04825012707835
200 MONTE VISTA AVE Charlottesville VA,200,MONTE VISTA AVE,-78.51364262570912,38.01632009952036
400 FAIRWAY AVE Charlottesville VA,400,FAIRWAY AVE,-78.46372625878307,38.028651298908706
900 RUGBY RD Charlottesville VA,900,RUGBY RD,-78.4963799,38.0439172
400 GARRETT SQUARE Charlottesville VA,400,GARRETT SQUARE,-78.4803241,38.0279731
2600 JEFFERSON PARK AVE Charlottesville VA,2600,JEFFERSON PARK AVE,-78.51311007096255,38.019050338914745
900 DOG BITE Charlottesville VA,900,DOG BITE,NA,NA
700 E HIGH ST Charlottesville VA,700,E HIGH ST,-78.48323913557154,38.0333925713005
600 BROWN ST Charlottesville VA,600,BROWN ST,-78.48820950802035,38.03271344762634
1200 SMITH ST Charlottesville VA,1200,SMITH ST,-78.45933193237566,38.041789589648204
NA E MARKET ST Charlottesville VA,NA,E MARKET ST,-78.4672396,38.0263174
100 CARLTON RD Charlottesville VA,100,CARLTON RD,-78.46882648356016,38.02667381077944
300 PARKWAY ST Charlottesville VA,300,PARKWAY ST,-78.4779286,38.0350833
800 E HIGH ST Charlottesville VA,800,E HIGH ST,-78.4752542,38.0312229
100 PARK LN W Charlottesville VA,100,PARK LN W,-78.5123169,38.0169915
1900 CHESAPEAKE ST Charlottesville VA,1900,CHESAPEAKE ST,-78.4559424,38.0228625
400 10TH ST NW Charlottesville VA,400,10TH ST NW,-78.4920209977645,38.037624035784916
500 CLEVELAND AVE Charlottesville VA,500,CLEVELAND AVE,-78.49777133263719,38.01695469660533
400 ELLIOT AVE Charlottesville VA,400,ELLIOT AVE,-78.4846007,38.0227492
200 W MARKET ST Charlottesville VA,200,W MARKET ST,-78.48207930918907,38.031713044762
100 PARK ST Charlottesville VA,100,PARK ST,-78.50565519999999,38.05901
1900 SWANSON DR Charlottesville VA,1900,SWANSON DR,-78.49428527426836,38.06193392354429
100 5TH ST SE Charlottesville VA,100,5TH ST SE,-78.47877685487144,38.02958186384078
300 RIDGE ST Charlottesville VA,300,RIDGE ST,-78.48607178960542,38.02854955497832
400 LEXINGTON AVE Charlottesville VA,400,LEXINGTON AVE,-78.47356121220285,38.03121759567108
100 14TH ST Charlottesville VA,100,14TH ST,-78.4995873,38.0340488
1200 RIVER VISTA AVE Charlottesville VA,1200,RIVER VISTA AVE,-78.4626728234335,38.03823867453581
700 ST CHARLES AVE Charlottesville VA,700,ST CHARLES AVE,-78.46880690529584,38.03750007194543
2500 FONTIANE AVE Charlottesville VA,2500,FONTIANE AVE,-78.5208275,38.0261193
2000 MEADOWBROOK RD Charlottesville VA,2000,MEADOWBROOK RD,-78.4913182,38.0536888
300 101/2 ST NW Charlottesville VA,300,101/2 ST NW,-78.4815503,38.03252940000001
1300 E MARKET ST Charlottesville VA,1300,E MARKET ST,-78.46713172570806,38.02686172093535
100 2ND ST NW Charlottesville VA,100,2ND ST NW,-78.48267232937324,38.03104142621921
1100 WERTLAND ST Charlottesville VA,1100,WERTLAND ST,-78.49546970623408,38.03389855481463
400 17 TH ST NW Charlottesville VA,400,17 TH ST NW,-78.5006286,38.03917939999999
700 LEXINGTON AVE Charlottesville VA,700,LEXINGTON AVE,-78.47145044549197,38.034533008036746
200 PARKWAY ST Charlottesville VA,200,PARKWAY ST,-78.4779286,38.0350833
600 6 TH ST SE Charlottesville VA,600,6 TH ST SE,-78.4801598,38.0258145
1400 CHESAPEAKE ST Charlottesville VA,1400,CHESAPEAKE ST,-78.46298832189942,38.02548965498302
1100 HAZEL ST Charlottesville VA,1100,HAZEL ST,-78.4677292,38.0347836
100 SEMINOLE SQ Charlottesville VA,100,SEMINOLE SQ,-78.4881082,38.06576
8200 J DAVID LANE Charlottesville VA,8200,J DAVID LANE,-78.50706439999999,38.0269335
400 RIDGE ST Charlottesville VA,400,RIDGE ST,-78.48626607707544,38.028550098309
800 KING ST Charlottesville VA,800,KING ST,-78.49379590000001,38.0291584
900 ANDERSON ST Charlottesville VA,900,ANDERSON ST,-78.49109282342579,38.03523563899873
1300 PRESTON AVE Charlottesville VA,1300,PRESTON AVE,-78.49320936058609,38.04415694385279
1200 HAZEL ST Charlottesville VA,1200,HAZEL ST,-78.4667815,38.0342574
800 POPLAR ST Charlottesville VA,800,POPLAR ST,-78.4720717,38.0350863
300 CLEVELAND AVE Charlottesville VA,300,CLEVELAND AVE,-78.51060775969059,38.020003940263464
500 EMMET ST S Charlottesville VA,500,EMMET ST S,-78.50869759999999,38.0341717
300 7 1/2 ST SW Charlottesville VA,300,7 1/2 ST SW,-78.48717437183103,38.021736534690135
300 5TH ST SW Charlottesville VA,300,5TH ST SW,-78.48914397294789,38.02927647827551
1200 AVON ST Charlottesville VA,1200,AVON ST,-78.48204364982311,38.020795530820116
700 ST CLAIR AVE Charlottesville VA,700,ST CLAIR AVE,-78.46778669999999,38.0333267
1400 BAKER ST Charlottesville VA,1400,BAKER ST,-78.50183205881108,38.02544931690298
600 ELIZABETH AVE Charlottesville VA,600,ELIZABETH AVE,-78.46358741160522,38.04757551426589
300 MCCORMICK RD Charlottesville VA,300,MCCORMICK RD,-78.51022449999999,38.0337867
200 ALBEMARLE ST Charlottesville VA,200,ALBEMARLE ST,-78.48968609783496,38.03300261053813
1600 GREENLEAF LN Charlottesville VA,1600,GREENLEAF LN,-78.48471465147053,38.04930652006495
100 7TH ST SE Charlottesville VA,100,7TH ST SE,-78.4897337,38.0314491
1000 COTTONWOOD RD Charlottesville VA,1000,COTTONWOOD RD,-78.46717813845122,38.04254368746909
1400 EMMET ST N Charlottesville VA,1400,EMMET ST N,-78.49669232068361,38.05641667037009
1700 YORKTOWN DR Charlottesville VA,1700,YORKTOWN DR,-78.47815207356535,38.057363743918835
100 ALDERMAN RD Charlottesville VA,100,ALDERMAN RD,-78.5117957,38.04192
600 9TH ST SW Charlottesville VA,600,9TH ST SW,-78.49516442435296,38.026746182684256
1000 CARLTON AVE Charlottesville VA,1000,CARLTON AVE,-78.47447760147679,38.02453611602269
2600 JEFFERSON PARK CIR Charlottesville VA,2600,JEFFERSON PARK CIR,-78.51659289999999,38.0170478
1000 WERTLAND ST Charlottesville VA,1000,WERTLAND ST,-78.49441790270293,38.03387415932367
300 4TH ST SW Charlottesville VA,300,4TH ST SW,-78.48779809999999,38.0286058
300 6 1/2 ST SW Charlottesville VA,300,6 1/2 ST SW,-78.4863022624542,38.02166979893415
1600 CHERRY AVE Charlottesville VA,1600,CHERRY AVE,-78.50651046496154,38.024050140431505
1700 UNIVERSITY AVE Charlottesville VA,1700,UNIVERSITY AVE,-78.5020821,38.0357702
100 STADIUM RD Charlottesville VA,100,STADIUM RD,-78.50905601466098,38.032375024807024
100 KEYSTONE PL Charlottesville VA,100,KEYSTONE PL,-78.47200799251102,38.015585190840675
0 9TH ST SW Charlottesville VA,0,9TH ST SW,-78.49456149389559,38.03237318458811
2200 NORTH BERKSHIRE RD Charlottesville VA,2200,NORTH BERKSHIRE RD,-78.49734,38.0636945
1700 CONCORD DR Charlottesville VA,1700,CONCORD DR,-78.4767354,38.0563139
600 EVERGREEN AVE Charlottesville VA,600,EVERGREEN AVE,-78.47554912232167,38.03664361694356
1300 GORDON AVE Charlottesville VA,1300,GORDON AVE,-78.49548169964014,38.03912603749495
400 ALTAMONT CIR Charlottesville VA,400,ALTAMONT CIR,-78.48092187930891,38.03321728612653
1400 WERTLAND ST Charlottesville VA,1400,WERTLAND ST,-78.49957528662708,38.03512835177862
300 CAMELIA DR Charlottesville VA,300,CAMELIA DR,-78.51138424354902,38.01246141965391
500 MCINTIRE RD Charlottesville VA,500,MCINTIRE RD,-78.4814787,38.0352387
1500 MIDLAND ST Charlottesville VA,1500,MIDLAND ST,-78.4663934,38.0200109
100 VALLEY RD Charlottesville VA,100,VALLEY RD,-78.5066593,38.0291779
800 VILLAGE DR Charlottesville VA,800,VILLAGE DR,-78.4806265,38.0056586
100 MADISON AVE Charlottesville VA,100,MADISON AVE,-78.49549599509047,38.04114870002332
1200 E MARKET ST Charlottesville VA,1200,E MARKET ST,-78.46829232460445,38.02688632921409
300 E HGH ST Charlottesville VA,300,E HGH ST,-78.4788882,38.0325347
400 DICE ST Charlottesville VA,400,DICE ST,-78.4876819937781,38.02871611618137
700 ELLIOTT AVE Charlottesville VA,700,ELLIOTT AVE,-78.48165833040387,38.02116189381817
600 DICE ST Charlottesville VA,600,DICE ST,-78.48950339340742,38.02911655388851
1400 MOORE ST Charlottesville VA,1400,MOORE ST,-78.4656964,38.0328865
2100 TWYMAN RD Charlottesville VA,2100,TWYMAN RD,-78.51360799999999,38.0408611
500 7TH ST NE Charlottesville VA,500,7TH ST NE,-78.4754248,38.0326132
100 DUNOVA CT Charlottesville VA,100,DUNOVA CT,-78.512044,38.029888
800 SAINT CLAIRE AVE Charlottesville VA,800,SAINT CLAIRE AVE,-78.4669115,38.0346269
1000 AVON ST Charlottesville VA,1000,AVON ST,-78.48111442382213,38.02205945069527
2100 HYDRAULIC RD Charlottesville VA,2100,HYDRAULIC RD,-78.491021,38.064511
300 AVON AVE Charlottesville VA,300,AVON AVE,-78.477417,38.026794
100 W SOUTH ST Charlottesville VA,100,W SOUTH ST,-78.4819211026496,38.02933086383683
500 HANOVER ST Charlottesville VA,500,HANOVER ST,-78.5013390827078,38.027052420040434
1400 PEN PARK RD Charlottesville VA,1400,PEN PARK RD,-78.452758637038,38.05323365220539
2000 GREENBRIER DR Charlottesville VA,2000,GREENBRIER DR,-78.47195839627497,38.063204235708994
0 GILDERSLEEVE WOOD Charlottesville VA,0,GILDERSLEEVE WOOD,-78.50669119999999,38.0306828
100 ELKHORN RD Charlottesville VA,100,ELKHORN RD,-78.5018451,38.020682
700 RUGBY RD Charlottesville VA,700,RUGBY RD,-78.49878282965962,38.04274681454173
1000 5TH ST SW Charlottesville VA,1000,5TH ST SW,-78.4941519457349,38.02052074563679
1500 UNIVERSITY DR Charlottesville VA,1500,UNIVERSITY DR,-78.5004787,38.0347522
100 GREENWICH CT Charlottesville VA,100,GREENWICH CT,-78.47096082318717,38.01868103520162
800 MCINTIRE RD Charlottesville VA,800,MCINTIRE RD,-78.47655456856504,38.04047615546422
200 RIVERSIDE AVE Charlottesville VA,200,RIVERSIDE AVE,-78.45648453933082,38.02288093618163
100 RIDGECREST DR Charlottesville VA,100,RIDGECREST DR,-78.4707948,38.0186793
1700 GORDON AVE Charlottesville VA,1700,GORDON AVE,-78.49963240749736,38.04061615461611
300 13TH ST NW Charlottesville VA,300,13TH ST NW,-78.49716020206003,38.03616192836458
800 EMMET ST N Charlottesville VA,800,EMMET ST N,-78.50356083456421,38.04801903356561
1000 E JEFFERSON ST Charlottesville VA,1000,E JEFFERSON ST,-78.4727482,38.0298841
600 BOOKER ST Charlottesville VA,600,BOOKER ST,-78.48996527775631,38.038129722541676
1600 E MARKET ST Charlottesville VA,1600,E MARKET ST,-78.46243362994154,38.02421405827905
1900 THOMSON RD Charlottesville VA,1900,THOMSON RD,-78.50764117651029,38.036272455637935
1400 E HIGH ST Charlottesville VA,1400,E HIGH ST,-78.48364812341195,38.0329507093844
200 DICE ST Charlottesville VA,200,DICE ST,-78.48562083062545,38.027975016051165
1600 CAMBRIDGE CIR Charlottesville VA,1600,CAMBRIDGE CIR,-78.4867956,38.0487806
500 16TH ST NW Charlottesville VA,500,16TH ST NW,-78.49856139419387,38.04016811101323
100 PEREGORY LN Charlottesville VA,100,PEREGORY LN,-78.4967729,38.005663
700 HENRY AVE Charlottesville VA,700,HENRY AVE,-78.48427176385711,38.03814063033486
100 ZAN RD Charlottesville VA,100,ZAN RD,-78.48967189159626,38.06389537811314
400 AVON ST Charlottesville VA,400,AVON ST,-78.47751886090579,38.02719696482489
1400 PEN PARK LN Charlottesville VA,1400,PEN PARK LN,-78.4512772,38.0485168
900 RAYMOND RD Charlottesville VA,900,RAYMOND RD,-78.49223362803005,38.018741565459464
1100 LEONARD ST Charlottesville VA,1100,LEONARD ST,-78.47197120548785,38.02129275812437
2200 GREENBRIER DR Charlottesville VA,2200,GREENBRIER DR,-78.46960765691834,38.06299137610035
300 RIVERSIDE AVE Charlottesville VA,300,RIVERSIDE AVE,-78.45581258204659,38.023335747432654
700 ELLIOT AVE Charlottesville VA,700,ELLIOT AVE,-78.4809694125486,38.021072486147624
400 OAK ST Charlottesville VA,400,OAK ST,-78.48845587166005,38.02774884323193
1400 GROVE RD Charlottesville VA,1400,GROVE RD,-78.4729069,38.0544269
1400 GENTRY LN Charlottesville VA,1400,GENTRY LN,-78.48864776955469,38.0514717902355
400 RIDGE MCINTIRE RD Charlottesville VA,400,RIDGE MCINTIRE RD,-78.48473973289485,38.03295753652752
2300 CRESTMONT AVE Charlottesville VA,2300,CRESTMONT AVE,-78.51024861178273,38.02049545777828
100 CHANCELLOR ST Charlottesville VA,100,CHANCELLOR ST,-78.50131101694006,38.036216555947625
300 MEADE AVE Charlottesville VA,300,MEADE AVE,-78.46623007511727,38.02761823743155
